,FLEET,AC CODE,"FLT#
(OB)","FLT#
(IB)",ORIG,DEST,"DEST
(ret)","ORIG
(ret)","DEP OB
(HHMM)","ARR OB
(HHMM)","BLOCK OB
(HHMM)","DEP IB
(HHMM)","ARR IB
(HHMM)","BLOCK IB
(HHMM)",OPR,,,,,,,
Domestic,E190,E90,584,587,JFK,BOS,BOS,JFK,1715,1833,0118,1920,2041,0121,NAC,,,,,,,
Domestic,E190,E90,2300,2337,LGA,ATL,ATL,LGA,2210,0027,0217,0605,0819,0214,NAC,,,,,,,
Domestic,E190,E90,2218,1399,LGA,ATL,ATL,LGA,1540,1757,0217,1842,2056,0214,NAC,,0610,0729,0814,0936,0045,0045
Domestic,E190,E90,222,221,LGA,BOS,BOS,LGA,0600,0719,0119,0800,0922,0122,NAC,,,,,,,
Domestic,E190,E90,1218,1231,LGA,BOS,BOS,LGA,0610,0729,0119,0814,0936,0122,NAC,,1320,1445,1530,1651,0045,0045
Domestic,E190,E90,1274,1311,LGA,BOS,BOS,LGA,0800,0919,0119,1000,1122,0122,NAC,,,,,,,
Domestic,E190,E90,1018,1043,LGA,BOS,BOS,LGA,1030,1149,0119,1234,1356,0122,NAC,,1830,1949,2034,2156,0045,0045
Domestic,E190,E90,2900,2901,LGA,BOS,BOS,LGA,1400,1519,0119,1600,1722,0122,NAC,,,,,,,
Domestic,E190,E90,2964,2965,LGA,BOS,BOS,LGA,1500,1618,0118,1700,1821,0121,NAC,,,,,,,
Domestic,E190,E90,2026,2027,LGA,BOS,BOS,LGA,1830,1949,0119,2034,2156,0122,NAC,,0705,0930,1015,1036,0045,0045
Domestic,E190,E90,766,771,LGA,BOS,BOS,LGA,0715,0834,0119,0910,1032,0122,NAC,,,,,,,
Domestic,E190,E90,858,865,LGA,DCA,DCA,LGA,0700,0825,0125,0830,0951,0121,NAC,,,,,,,
Domestic,E190,E90,1750,1743,LGA,DCA,DCA,LGA,1320,1445,0125,1530,1651,0121,NAC,,1750,2015,2100,2121,0045,0045
Domestic,E190,E90,2924,2925,LGA,DCA,DCA,LGA,1600,1724,0124,1640,1800,0120,NAC,,,,,,,
Domestic,E190,E90,3000,3001,LGA,DCA,DCA,LGA,1700,1825,0125,1905,2026,0121,NAC,,,,,,,
Domestic,E190,E90,2466,2495,LGA,DCA,DCA,LGA,2005,2130,0125,2101,2222,0121,NAC,,,,,,,
Domestic,320/D,321K,2960,2961,RDU,PBI,PBI,RDU,2010,2213,0203,0815,1016,0201,NAC,,,,,,,
Caribbean,320/I,319W,2426,2459,MIA,POP,POP,MIA,1005,1213,0208,1255,1517,0222,NAC,,,,,,,
Domestic,320/D,319W,187,188,AUS,PVU,PVU,AUS,1425,1623,0258,1708,2049,0241,NAC,,,,,,,
Domestic,320/D,319W,3236,3237,MIA,RDU,RDU,MIA,2207,0015,0208,0630,0840,0210,NAC,,,,,,,
Domestic,320/D,319W,1590,1621,MIA,RIC,RIC,MIA,1215,1436,0221,1521,1746,0225,NAC,,,,,,,
Domestic,320/D,319W,774,781,DCA,RSW,RSW,DCA,0955,1248,0253,1418,1728,0310,NAC,,,,,,,
Central America,320/I,319W,988,989,MIA,RTB,RTB,MIA,1130,1151,0221,1255,1707,0212,NAC,,,,,,,
Domestic,320/D,319W,2194,2229,MIA,SAV,SAV,MIA,1520,1702,0142,1747,1928,0141,NAC,,,,,,,
Domestic,320/D,A320,3952,3953,RDU,PBI,PBI,RDU,2156,2359,0203,0500,0701,0201,NAC,,,,,,,
Domestic,320/D,319W,1210,1211,MIA,SDF,SDF,MIA,1946,2222,0236,0647,0916,0229,NAC,,,,,,,
Domestic,320/D,319W,1986,2017,MIA,STL,STL,MIA,1017,1214,0257,1254,1639,0245,NAC,,,,,,,
Domestic,320/D,319W,3866,3867,MIA,STL,STL,MIA,1610,1807,0257,1857,2242,0245,NAC,,,,,,,
Domestic,320/D,319W,570,2059,DCA,TPA,TPA,DCA,0800,1025,0225,1205,1423,0218,NAC,,1130,1355,1440,1658,0045,0045
Domestic,320/D,319W,1510,1543,DCA,TPA,TPA,DCA,1650,1915,0225,0955,1213,0218,NAC,,1355,1620,1705,1923,0045,0045
Domestic,320/D,319W,2274,2315,MIA,TPA,TPA,MIA,1345,1507,0122,1555,1714,0119,NAC,,,,,,,
Domestic,320/D,319W,1560,1573,MIA,TPA,TPA,MIA,0753,0915,0122,1955,2114,0119,NAC,,,,,,,
Domestic,320/D,319W,3276,3277,MIA,TPA,TPA,MIA,1543,1705,0122,1745,1904,0119,NAC,,,,,,,
Domestic,E190,E90,1484,1513,DEN,MKE,MKE,DEN,2215,0140,0225,0510,0647,0237,OLD,,,,,,,
Domestic,E190,E95,4342,4343,MCO,TUL,TUL,MCO,0600,0754,0254,0839,1214,0235,PFT,,,,,,,
Hawaii,E190,E95,130,139,OGG,KOA,KOA,OGG,0600,0713,0113,0758,0912,0114,AAH,,,,,,,
Hawaii,E190,E95,151,152,HNL,ITO,ITO,HNL,0610,0731,0121,0816,0942,0126,AAH,,,,,,,
Domestic,E190,E95,1230,2047,SFO,SNA,SNA,SFO,0620,0754,0134,0839,1020,0141,OLD,,,,,,,
Hawaii,E190,E95,549,559,LIH,OGG,OGG,LIH,0630,0750,0120,0835,0959,0124,AAH,,,,,,,
Domestic,E190,E95,4452,4453,MCO,BGR,BGR,MCO,0635,0949,0314,1034,1404,0330,PFT,,,,,,,
Hawaii,E190,E95,357,358,HNL,KOA,KOA,HNL,0635,0752,0117,0837,0957,0120,AAH,,,,,,,
Hawaii,E190,E95,584,585,HNL,LIH,LIH,HNL,0640,0756,0116,0841,0955,0114,AAH,,,,,,,
Domestic,E190,E95,2258,2259,PDX,SFO,SFO,PDX,0650,0845,0155,0930,1125,0155,AUR,,,,,,,
Domestic,E190,E95,4490,4491,RDU,PBI,PBI,RDU,1200,1403,0203,1448,1649,0201,PFT,,,,,,,
Hawaii,E190,E95,275,276,HNL,OGG,OGG,HNL,0710,0824,0114,0909,1025,0116,AAH,,,,,,,
Domestic,E190,E95,1368,1369,PDX,BUR,BUR,PDX,0725,0949,0224,1034,1303,0229,AUR,,,,,,,
Domestic,320/D,321K,420,421,RDU,PDX,PDX,RDU,0855,1145,0550,1245,2047,0502,NAC,,,,,,,
Domestic,320/D,321K,1727,1727,RDU,PDX,PDX,RDU,1920,2220,0600,2320,0916,0656,NAC,,2340,2340,0025,0025,0045,0045
Hawaii,E190,E95,565,566,HNL,OGG,OGG,HNL,0735,0849,0114,0934,1050,0116,AAH,,,,,,,
Domestic,E190,E95,2280,2281,SFO,SLC,SLC,SFO,0740,1036,0156,1121,1231,0210,OLD,,,,,,,
Domestic,E190,E95,4434,4435,MCO,BUF,BUF,MCO,0750,1032,0242,1117,1402,0245,PFT,,,,,,,
Hawaii,E190,E95,201,202,HNL,ITO,ITO,HNL,0755,0916,0121,1001,1127,0126,AAH,,,,,,,
Domestic,E190,E95,4208,4209,MCO,EVV,EVV,MCO,0805,0929,0224,1009,1324,0215,PFT,,,,,,,
Hawaii,E190,E95,285,286,HNL,OGG,OGG,HNL,0810,0924,0114,1009,1125,0116,AAH,,,,,,,
Domestic,E145,EMJ,6156,6157,RDU,PHF,PHF,RDU,2115,2231,0116,0600,0719,0119,EMY,,,,,,,
Domestic,E190,E95,4202,4203,MCO,MEM,MEM,MCO,0830,0943,0213,1028,1330,0202,PFT,,,,,,,
Domestic,E145,EMJ,6190,6191,RDU,PHF,PHF,RDU,1125,1241,0116,1330,1449,0119,EMY,,,,,,,
Domestic,E190,E95,4776,4777,MCO,GRR,GRR,MCO,0835,1122,0247,1207,1449,0242,PFT,,,,,,,
Hawaii,E190,E95,104,105,HNL,LIH,LIH,HNL,0840,0956,0116,1041,1155,0114,AAH,,,,,,,
Hawaii,E190,E95,137,138,HNL,KOA,KOA,HNL,0845,1002,0117,1047,1207,0120,AAH,,,,,,,
Alaska,E190,E95,1666,1705,PDX,FAI,FAI,PDX,0900,1216,0416,1306,1800,0354,AUR,,,,,,,
Hawaii,E190,E95,295,296,HNL,OGG,OGG,HNL,0910,1024,0114,1109,1225,0116,AAH,,,,,,,
Hawaii,E190,E95,120,130,KOA,LIH,LIH,KOA,0920,1050,0130,1135,1300,0125,AAH,,,,,,,
Domestic,320/D,319W,2114,2149,RDU,PHL,PHL,RDU,1515,1645,0130,1730,1904,0134,NAC,,,,,,,
Hawaii,E190,E95,349,359,LIH,OGG,OGG,LIH,0935,1055,0120,1140,1304,0124,AAH,,,,,,,
Hawaii,E190,E95,355,356,HNL,OGG,OGG,HNL,0940,1054,0114,1139,1255,0116,AAH,,,,,,,
Domestic,737/D,738K,866,867,RDU,PHL,PHL,RDU,1040,1210,0130,1300,1434,0134,NAC,,,,,,,
Hawaii,E190,E95,101,102,HNL,ITO,ITO,HNL,0945,1106,0121,1151,1317,0126,AAH,,,,,,,
Hawaii,E190,E95,254,255,HNL,LIH,LIH,HNL,1010,1126,0116,1211,1325,0114,AAH,,,,,,,
Hawaii,E190,E95,237,238,HNL,KOA,KOA,HNL,1015,1132,0117,1217,1337,0120,AAH,,,,,,,
Domestic,E190,E95,3448,3449,MCO,CRW,CRW,MCO,1040,1251,0211,1336,1546,0210,PFT,,,,,,,
Hawaii,E190,E95,305,306,HNL,OGG,OGG,HNL,1040,1154,0114,1239,1355,0116,AAH,,,,,,,
Hawaii,E190,E95,520,530,LIH,KOA,KOA,LIH,1050,1215,0125,1300,1430,0130,AAH,,,,,,,
Domestic,E190,E95,4568,4569,MCO,RDU,RDU,MCO,1100,1252,0152,1337,1530,0153,PFT,,,,,,,
Hawaii,E190,E95,235,236,HNL,OGG,OGG,HNL,1110,1224,0114,1309,1425,0116,AAH,,,,,,,
Hawaii,E190,E95,597,598,HNL,KOA,KOA,HNL,1120,1237,0117,1322,1442,0120,AAH,,,,,,,
Hawaii,E190,E95,315,316,HNL,OGG,OGG,HNL,1140,1254,0114,1339,1455,0116,AAH,,,,,,,
Hawaii,E190,E95,321,322,HNL,ITO,ITO,HNL,1150,1311,0121,1356,1522,0126,AAH,,,,,,,
Domestic,E175,E7S,4500,4501,RDU,PHL,PHL,RDU,2250,0024,0134,0500,0639,0139,RBD,,,,,,,
Domestic,E190,E95,3592,3593,MCO,BHM,BHM,MCO,1200,1249,0149,1334,1616,0142,PFT,,,,,,,
Domestic,E175,E7S,4476,4477,RDU,PHL,PHL,RDU,2145,2315,0130,1456,1630,0134,RBD,,,,,,,
Hawaii,E190,E95,230,239,OGG,KOA,KOA,OGG,1200,1313,0113,1358,1512,0114,AAH,,,,,,,
Domestic,E190,E95,2180,2181,PDX,MSP,MSP,PDX,1205,1732,0327,1817,2019,0402,AUR,,,,,,,
Domestic,E190,E95,4550,4551,MCO,PVD,PVD,MCO,1205,1451,0246,1536,1835,0259,PFT,,,,,,,
Domestic,E175,E7S,4122,4123,RDU,PHL,PHL,RDU,1710,1840,0130,1920,2054,0134,RBD,,,,,,,
Hawaii,E190,E95,234,235,HNL,LIH,LIH,HNL,1210,1326,0116,1411,1525,0114,AAH,,,,,,,
Domestic,320/D,321E,3244,3245,RDU,PHX,PHX,RDU,2110,2255,0445,2355,0808,0513,NAC,,,,,,,
Domestic,320/D,321K,402,399,RDU,PHX,PHX,RDU,0915,1100,0445,1155,2008,0513,NAC,,,,,,,
Domestic,320/D,A320,3194,3195,RDU,PIT,PIT,RDU,2249,2359,0110,0500,0610,0110,NAC,,,,,,,
Domestic,E190,E95,4848,4849,MCO,SDF,SDF,MCO,1240,1454,0214,1539,1747,0208,PFT,,,,,,,
Hawaii,E190,E95,110,109,OGG,ITO,ITO,OGG,1240,1355,0115,1440,1557,0117,AAH,,,,,,,
Hawaii,E190,E95,585,586,HNL,OGG,OGG,HNL,1240,1354,0114,1439,1555,0116,AAH,,,,,,,
Hawaii,E190,E95,117,118,HNL,KOA,KOA,HNL,1250,1407,0117,1452,1612,0120,AAH,,,,,,,
Domestic,E190,E95,4968,4969,MCO,BDL,BDL,MCO,1310,1554,0244,1639,1934,0255,PFT,,,,,,,
Domestic,E190,E95,1124,1125,PDX,PHX,PHX,PDX,1315,1558,0243,1643,1940,0257,AUR,,,,,,,
Domestic,E175,E7S,4324,4325,RDU,PIT,PIT,RDU,1750,1922,0132,2002,2132,0130,RBD,,,,,,,
Hawaii,E190,E95,345,346,HNL,OGG,OGG,HNL,1315,1429,0114,1514,1630,0116,AAH,,,,,,,
Hawaii,E190,E95,171,172,HNL,ITO,ITO,HNL,1320,1441,0121,1526,1652,0126,AAH,,,,,,,
Hawaii,E190,E95,115,116,HNL,OGG,OGG,HNL,1340,1454,0114,1539,1655,0116,AAH,,,,,,,
Domestic,E175,E7S,4330,4331,RDU,PIT,PIT,RDU,1804,1936,0132,2005,2135,0130,RBD,,,,,,,
Domestic,E190,E95,3442,3443,MCO,MKE,MKE,MCO,1400,1554,0254,1639,2025,0246,PFT,,,,,,,
Hawaii,E190,E95,114,115,HNL,LIH,LIH,HNL,1405,1521,0116,1606,1720,0114,AAH,,,,,,,
Domestic,E190,E95,4932,4933,RDU,PIT,PIT,RDU,0725,0857,0132,0942,1112,0130,PFT,,,,,,,
Domestic,E145,ERD,,,RDU,PKB,PKB,RDU,,,0128,,,0125,RVF,,,,,,,
Hawaii,E190,E95,347,348,HNL,KOA,KOA,HNL,1425,1542,0117,1627,1747,0120,AAH,,,,,,,
Caribbean,E190,E95,4602,4603,MCO,MBJ,MBJ,MCO,1430,1538,0208,1640,1953,0213,PFT,,,,,,,
Domestic,E190,E95,4978,4979,LAS,SNA,SNA,LAS,1430,1554,0124,1639,1800,0121,PFT,,,,,,,
Hawaii,E190,E95,249,259,LIH,OGG,OGG,LIH,1435,1555,0120,1640,1804,0124,AAH,,,,,,,
Domestic,E145,ERD,,,RDU,PKB,PKB,RDU,,,0128,,,0125,RVF,,,,,,,
Hawaii,E190,E95,510,509,OGG,ITO,ITO,OGG,1445,1600,0115,1645,1802,0117,AAH,,,,,,,
Hawaii,E190,E95,530,339,OGG,KOA,KOA,OGG,1450,1603,0113,1306,1420,0114,AAH,,,,,,,
Domestic,E190,E95,3500,3501,MCO,OMA,OMA,MCO,1455,1712,0317,1757,2156,0259,PFT,,,,,,,
Hawaii,E190,E95,364,365,HNL,LIH,LIH,HNL,1500,1616,0116,1701,1815,0114,AAH,,,,,,,
Hawaii,E190,E95,575,576,HNL,OGG,OGG,HNL,1510,1624,0114,1709,1825,0116,AAH,,,,,,,
Caribbean,320/I,A320,2466,2467,RDU,PLS,PLS,RDU,0846,1231,0345,1316,1701,0345,NAC,,,,,,,
Domestic,E190,E95,4878,4879,MCO,SYR,SYR,MCO,1515,1801,0246,1846,2138,0252,PFT,,,,,,,
Hawaii,E190,E95,231,232,HNL,ITO,ITO,HNL,1515,1636,0121,1721,1847,0126,AAH,,,,,,,
Caribbean,737/I,738K,1529,3915,RDU,PLS,PLS,RDU,1125,1409,0244,1510,1803,0253,NAC,,1750,2222,2307,0210,0045,0045
Hawaii,E190,E95,594,595,HNL,LIH,LIH,HNL,1535,1651,0116,1736,1850,0114,AAH,,,,,,,
Hawaii,E190,E95,255,256,HNL,OGG,OGG,HNL,1545,1659,0114,1744,1900,0116,AAH,,,,,,,
Domestic,E190,E95,4808,4809,MCO,CHS,CHS,MCO,1555,1724,0129,1809,1940,0131,PFT,,,,,,,
Hawaii,E190,E95,127,128,HNL,KOA,KOA,HNL,1605,1722,0117,1807,1927,0120,AAH,,,,,,,
Domestic,320/D,319W,3910,3911,RDU,PNS,PNS,RDU,2141,2247,0206,0505,0800,0155,NAC,,,,,,,
Domestic,E190,E95,2454,2483,DEN,MKE,MKE,DEN,1620,1945,0225,2030,2207,0237,OLD,,,,,,,
Domestic,E190,E95,4496,4497,MCO,PNS,PNS,MCO,1625,1706,0141,1851,2124,0133,PFT,,,,,,,
Hawaii,E190,E95,367,368,HNL,KOA,KOA,HNL,1635,1752,0117,1837,1957,0120,AAH,,,,,,,
Hawaii,E190,E95,149,159,LIH,OGG,OGG,LIH,1650,1810,0120,1855,2019,0124,AAH,,,,,,,
Hawaii,E190,E95,244,245,HNL,LIH,LIH,HNL,1710,1826,0116,1911,2025,0114,AAH,,,,,,,
Hawaii,E190,E95,131,132,HNL,ITO,ITO,HNL,1725,1846,0121,1931,2057,0126,AAH,,,,,,,
Domestic,E190,E95,4024,4025,MCO,HSV,HSV,MCO,1730,1825,0155,1910,2158,0148,PFT,,,,,,,
Domestic,E190,E95,4706,4707,RDU,PNS,PNS,RDU,0735,0841,0206,1026,1321,0155,PFT,,,,,,,
Hawaii,E190,E95,105,106,HNL,OGG,OGG,HNL,1740,1854,0114,1939,2055,0116,AAH,,,,,,,
Domestic,E145,EMJ,3692,3693,RDU,PNS,PNS,RDU,2249,2355,0206,0601,0856,0155,EMY,,,,,,,
Domestic,E190,E95,3488,3489,MCO,MYR,MYR,MCO,1800,1937,0137,2022,2203,0141,PFT,,,,,,,
Domestic,E145,EMJ,4444,4445,RDU,PNS,PNS,RDU,0905,1020,0215,1155,1457,0202,RBD,,,,,,,
Hawaii,E190,E95,245,246,HNL,OGG,OGG,HNL,1810,1924,0114,2009,2125,0116,AAH,,,,,,,
Hawaii,E190,E95,377,378,HNL,KOA,KOA,HNL,1845,2002,0117,2047,2207,0120,AAH,,,,,,,
Domestic,E190,E95,4548,4549,MCO,CHS,CHS,MCO,1850,2019,0129,2104,2235,0131,PFT,,,,,,,
Domestic,E145,EMJ,5180,5181,RDU,PNS,PNS,RDU,1500,1606,0206,1651,1946,0155,EMY,,,,,,,
Hawaii,E190,E95,251,252,HNL,ITO,ITO,HNL,1905,2026,0121,2111,2237,0126,AAH,,,,,,,
Caribbean,320/I,321K,3107,3108,RDU,PUJ,PUJ,RDU,0745,1155,0410,1255,1705,0410,NAC,,,,,,,
Hawaii,E190,E95,265,266,HNL,OGG,OGG,HNL,1910,2024,0114,2109,2225,0116,AAH,,,,,,,
Caribbean,320/I,321K,3100,3101,RDU,PUJ,PUJ,RDU,1035,1445,0410,1545,1955,0410,NAC,,,,,,,
Hawaii,E190,E95,325,326,HNL,OGG,OGG,HNL,1940,2054,0114,2139,2255,0116,AAH,,,,,,,
Domestic,E190,E95,1906,1939,PDX,SJC,SJC,PDX,1945,2142,0157,2227,0025,0158,AUR,,,,,,,
Domestic,E190,E95,4088,4089,MCO,MSY,MSY,MCO,2015,2115,0200,2200,0048,0148,PFT,,,,,,,
Hawaii,E190,E95,247,248,HNL,KOA,KOA,HNL,2015,2132,0117,2217,2337,0120,AAH,,,,,,,
Domestic,E190,E95,1434,1435,PDX,BZN,BZN,PDX,2025,2316,0151,0001,0106,0205,AUR,,,,,,,
Hawaii,E190,E95,374,375,HNL,LIH,LIH,HNL,2035,2151,0116,2236,2350,0114,AAH,,,,,,,
Hawaii,E190,E95,521,522,HNL,ITO,ITO,HNL,2055,2216,0121,0600,0726,0126,AAH,,,,,,,
Hawaii,E190,E95,595,596,HNL,OGG,OGG,HNL,2110,2224,0114,2309,0025,0116,AAH,,,,,,,
Domestic,E190,E95,1238,1239,PDX,GEG,GEG,PDX,2130,2256,0126,2341,0113,0132,AUR,,,,,,,
Hawaii,E190,E95,335,336,HNL,OGG,OGG,HNL,2135,2249,0114,0600,0716,0116,AAH,,,,,,,
Hawaii,E190,E95,107,108,HNL,KOA,KOA,HNL,2145,2302,0117,0600,0720,0120,AAH,,,,,,,
Hawaii,E190,E95,135,136,HNL,OGG,OGG,HNL,2155,2309,0114,0700,0816,0116,AAH,,,,,,,
Hawaii,E190,E95,124,125,HNL,LIH,LIH,HNL,2220,2336,0116,0600,0714,0114,AAH,,,,,,,
Domestic,E175,E7S,4384,4385,RDU,PVD,PVD,RDU,1005,1120,0115,1205,1315,0110,RBD,,,,,,,
Domestic,E190,E95,4108,4109,MCO,HVN,HVN,MCO,2310,0154,0244,0545,0841,0256,PFT,,,,,,,
Domestic,E190,E95,4170,4171,RDU,PVD,PVD,RDU,0925,1116,0151,1201,1401,0200,PFT,,,,,,,
Hawaii,E190,E95,125,126,HNL,OGG,OGG,HNL,2335,0049,0114,0830,0946,0116,AAH,,,,,,,
Hawaii,E190,E95,587,588,HNL,KOA,KOA,HNL,2340,0057,0117,0810,0930,0120,AAH,,,,,,,
Domestic,E190,E95,4346,4347,MCO,CAK,CAK,MCO,2350,0216,0226,0750,1016,0226,PFT,,,,,,,
Domestic,E190,E95,4358,4359,RDU,PVD,PVD,RDU,1155,1346,0151,1431,1631,0200,PFT,,,,,,,
Canada,E145,EMJ,3770,3771,LGA,YOW,YOW,LGA,2241,2359,0118,0620,0732,0112,EMY,,,,,,,
Canada,E145,EMJ,3776,3777,LGA,YYZ,YYZ,LGA,1208,1333,0125,0630,0745,0115,EMY,,,,,,,
Canada,E145,EMJ,3764,3765,LGA,YUL,YUL,LGA,1114,1244,0130,0630,0800,0130,EMY,,,,,,,
Canada,E145,EMJ,3950,3951,JFK,YUL,YUL,JFK,1700,1831,0131,1344,1515,0131,EMY,,,,,,,
Canada,E145,EMJ,3788,3789,JFK,YYZ,YYZ,JFK,1615,1753,0138,1433,1605,0132,EMY,,,,,,,
Canada,E145,EMJ,3784,3785,LGA,YOW,YOW,LGA,1754,1912,0118,1952,2104,0112,EMY,,,,,,,
Caribbean,E145,EMJ,5822,5823,MIA,NAS,NAS,MIA,0800,0918,0118,0955,1117,0122,EMY,,,,,,,
Caribbean,E145,EMJ,5952,5953,MIA,GGT,GGT,MIA,1115,1242,0127,1315,1449,0134,EMY,,,,,,,
Caribbean,E145,EMJ,5814,5815,MIA,GHB,GHB,MIA,1205,1310,0105,1345,1450,0105,EMY,,,,,,,
Caribbean,E145,EMJ,5866,5867,MIA,NAS,NAS,MIA,1135,1253,0118,1330,1452,0122,EMY,,,,,,,
Caribbean,E145,EMJ,5834,5835,MIA,ELH,ELH,MIA,1340,1500,0120,1530,1655,0125,EMY,,,,,,,
Caribbean,E145,EMJ,6034,6035,MIA,FPO,FPO,MIA,1520,1634,0114,1710,1826,0116,EMY,,,,,,,
Caribbean,E145,EMJ,6078,6079,MIA,MHH,MHH,MIA,1450,1620,0130,1700,1830,0130,EMY,,,,,,,
Caribbean,E145,EMJ,6026,6027,MIA,NAS,NAS,MIA,1520,1638,0118,1710,1832,0122,EMY,,,,,,,
Domestic,E145,EMJ,3722,3723,LGA,ALB,ALB,LGA,2309,2359,0050,0520,0608,0048,EMY,,,,,,,
Domestic,320/D,321K,868,868,RDU,PWM,PWM,RDU,1130,1335,0205,1435,1650,0215,NAC,,,,,,,
Domestic,320/D,A320,2419,2419,RDU,PWM,PWM,RDU,2152,2357,0205,0525,0740,0215,NAC,,,,,,,
Domestic,E145,EMJ,3706,3707,LGA,SYR,SYR,LGA,2237,2359,0122,0500,0619,0119,EMY,,,,,,,
Domestic,E190,E95,4590,4591,RDU,PWM,PWM,RDU,1232,1440,0208,1520,1735,0215,PFT,,,,,,,
Domestic,E145,EMJ,3714,3715,LGA,ROC,ROC,LGA,2232,2359,0127,0510,0633,0123,EMY,,,,,,,
Domestic,E145,EMJ,3626,3627,AUS,AMA,AMA,AUS,2217,2359,0142,0500,0637,0137,EMY,,,,,,,
Domestic,E145,EMJ,3730,3731,LGA,BUF,BUF,LGA,2239,2359,0120,0530,0640,0110,EMY,,,,,,,
Domestic,E145,EMJ,6116,6117,MIA,TLH,TLH,MIA,2218,2359,0141,0510,0645,0135,EMY,,,,,,,
Domestic,E145,EMJ,3738,3739,LGA,PIT,PIT,LGA,2241,2359,0118,0540,0648,0108,EMY,,,,,,,
Domestic,737/D,738K,2220,2249,RDU,RIC,RIC,RDU,2240,2355,0115,0517,0634,0117,NAC,,1750,1650,1735,1835,0045,0045
Domestic,737/D,738K,1418,1419,RDU,RIC,RIC,RDU,1255,1410,0115,1455,1612,0117,NAC,,,,,,,
Domestic,E175,E7W,4446,4447,RDU,ROA,ROA,RDU,1640,1755,0115,1830,1945,0115,RBD,,,,,,,
Domestic,E145,EMJ,6154,6155,RDU,ROA,ROA,RDU,2239,2355,0116,0545,0659,0114,EMY,,,,,,,
Domestic,E145,EMJ,5940,5941,RDU,ROA,ROA,RDU,0855,1011,0116,1045,1159,0114,EMY,,,,,,,
Domestic,E145,EMJ,5982,5983,BOS,SYR,SYR,BOS,2230,2359,0129,0555,0718,0123,EMY,,,,,,,
Domestic,E145,EMJ,3650,3651,AUS,SJT,SJT,AUS,2237,2359,0122,0600,0718,0118,EMY,,,,,,,
Domestic,E145,EMJ,3642,3643,AUS,CRP,CRP,AUS,2241,2359,0118,0600,0718,0118,EMY,,,,,,,
Domestic,E145,EMJ,5892,5893,RDU,ROA,ROA,RDU,1210,1326,0116,1400,1514,0114,EMY,,,,,,,
Domestic,737/D,738K,3870,3871,RDU,RSW,RSW,RDU,2048,2255,0207,0700,0903,0203,NAC,,,,,,,
Domestic,737/D,738K,2230,2261,RDU,RSW,RSW,RDU,1025,1232,0207,1400,1603,0203,NAC,,,,,,,
Domestic,E145,EMJ,3672,3673,AUS,SPS,SPS,AUS,2233,2359,0126,0600,0725,0125,EMY,,,,,,,
Domestic,E145,EMJ,3754,3755,LGA,RIC,RIC,LGA,2229,2359,0130,0600,0726,0126,EMY,,,,,,,
Domestic,E145,EMJ,3646,3647,AUS,SHV,SHV,AUS,2235,2359,0124,0600,0729,0129,EMY,,,,,,,
Domestic,E145,EMJ,3662,3663,AUS,LBB,LBB,AUS,2224,2359,0135,0600,0730,0130,EMY,,,,,,,
Domestic,E145,EMJ,3746,3747,LGA,CMH,CMH,LGA,2207,2359,0152,0550,0731,0141,EMY,,,,,,,
Domestic,E145,EMJ,3680,3681,AUS,LFT,LFT,AUS,2230,2359,0129,0600,0737,0137,EMY,,,,,,,
Domestic,E145,EMJ,3762,3763,LGA,ORF,ORF,LGA,2229,2359,0130,0610,0737,0127,EMY,,,,,,,
Domestic,E190,E95,4836,4837,RDU,RSW,RSW,RDU,1210,1417,0207,1502,1705,0203,PFT,,,,,,,
Domestic,E145,EMJ,3630,3631,AUS,ROW,ROW,AUS,2210,2359,0149,0600,0740,0140,EMY,,,,,,,
Domestic,E190,E95,4622,4623,RDU,RSW,RSW,RDU,2305,0112,0207,0700,0903,0203,PFT,,,,,,,
Domestic,320/D,321K,2000,2001,RDU,SAN,SAN,RDU,1055,1310,0515,1112,1959,0547,NAC,,2350,0205,0640,1527,0045,0045
Domestic,E145,EMJ,6090,6091,MIA,PNS,PNS,MIA,2203,2259,0156,0500,0747,0147,EMY,,,,,,,
Domestic,E145,EMJ,3668,3669,AUS,SGF,SGF,AUS,2209,2359,0150,0600,0755,0155,EMY,,,,,,,
Domestic,320/D,321K,2054,2079,RDU,SAN,SAN,RDU,1840,2113,0533,2210,0554,0444,NAC,,,,,,,
Domestic,E145,EMJ,3604,3605,AUS,COS,COS,AUS,2144,2359,0215,0600,0807,0207,EMY,,,,,,,
Domestic,E145,EMJ,3700,3701,AUS,ACT,ACT,AUS,2241,2355,0114,0700,0814,0114,EMY,,,,,,,
Domestic,E145,EMJ,3778,3779,LGA,SAV,SAV,LGA,2149,2359,0210,0630,0828,0158,EMY,,,,,,,
Domestic,E145,EMJ,3686,3687,AUS,TLH,TLH,AUS,2147,2359,0212,0600,0830,0230,EMY,,,,,,,
Domestic,320/D,H205,1040,1047,RDU,SAV,SAV,RDU,1420,1550,0130,1630,1756,0126,NAC,,,,,,,
Domestic,320/D,319W,2362,2389,RDU,SAV,SAV,RDU,2229,2359,0130,0515,0641,0126,NAC,,,,,,,
Domestic,E145,EMJ,3658,3659,AUS,JAN,JAN,AUS,1949,2130,0141,0700,0851,0151,EMY,,,,,,,
Domestic,E145,EMJ,3694,3695,AUS,SBN,SBN,AUS,2120,2359,0239,0600,0853,0253,EMY,,,,,,,
